filename,filesize,lines,start,end
./measurements_cmdline_ingest.csv,55091,624,10:04:47.908450968,10:04:47.941772985
./aws-open-data/safecast-opendata-public-us-east-1.csv,74074,494,10:04:47.956027541,10:04:47.995063585
./aws-open-data/lofar-elais-n1.csv,3036783,21149,10:04:48.012665298,10:04:48.083475333
./aws-open-data/broad-references.csv,43179,262,10:04:48.091613831,10:04:48.125435142
./aws-open-data/noaa-cdr-microwave-imager-brit-temp-rss-pds.csv,79616699,411122,10:04:48.346358042,10:04:48.732842283
./aws-open-data/mur-sst.csv,97748394,828977,10:04:49.071024505,10:04:49.542033934
./aws-open-data/pacific-sound-256khz-2017.csv,7347940,52107,10:04:49.576774959,10:04:49.685196078
./aws-open-data/noaa-cdr-precip-gpcp-monthly-pds.csv,89141,540,10:04:49.694547785,10:04:49.727681883
./aws-open-data/molssi-bioexcel-covid-19-structure-therapeutics-hub.csv,58487,306,10:04:49.736318820,10:04:49.764680823
./aws-open-data/openalex-mag-format.csv,9245,56,10:04:49.773176601,10:04:49.805119294
./aws-open-data/gdc-hcmi-cmdc-phs001486-2-open.csv,624099,2937,10:04:49.817055596,10:04:49.867580170
./aws-open-data/answer-reformulation-pds.csv,258,2,10:04:49.875151551,10:04:49.911800044
./aws-open-data/sra-pub-src-1.csv,46263002,268784,10:04:50.044924664,10:04:50.311561317
./aws-open-data/ibl-brain-wide-map-public.csv,5170304,22938,10:04:50.340530668,10:04:50.420418621
./aws-open-data/noaa-nclimgrid-daily-pds.csv,6019639,39285,10:04:50.451146789,10:04:50.539603019
./aws-open-data/sevir.csv,21328,143,10:04:50.548465116,10:04:50.580251616
./aws-open-data/noaa-nws-uwpd-cmip5-pds.csv,21662588,141027,10:04:50.645183612,10:04:50.833847254
./aws-open-data/deafrica-services-inventory.csv,914291,4565,10:04:50.847328566,10:04:50.886721044
./aws-open-data/noaa-cdr-cloud-properties-polar-orbiter-nasa-pds.csv,2552,15,10:04:50.894484551,10:04:50.923395802
./aws-open-data/noaa-ufs-srw-pds.csv,120538,825,10:04:50.932400790,10:04:50.974469277
./aws-open-data/web-language-models.csv,1693088,11948,10:04:50.990996104,10:04:51.035386441
./aws-open-data/noaa-cdr-ir-water-vapor-brit-temp-pds.csv,11136,57,10:04:51.042648926,10:04:51.072396934
./aws-open-data/terrafusiondatasampler.csv,841284,5058,10:04:51.083768785,10:04:51.123784363
./aws-open-data/landsat-pds.csv,210,2,10:04:51.133819523,10:04:51.162509607
./aws-open-data/pansurg-curation-workflo-kendraqueryresults50d0eb-open-data.csv,2202992,8251,10:04:51.178561501,10:04:51.234903325
./aws-open-data/amazon-pqa.csv,13024,102,10:04:51.242704204,10:04:51.275147839
./aws-open-data/pacific-sound-256khz-2016.csv,6995035,49567,10:04:51.301339001,10:04:51.408886749
./aws-open-data/omi-no2-nasa.csv,853849,5693,10:04:51.419968269,10:04:51.455253369
./aws-open-data/noaa-cdr-snow-cover-ext-north-pds.csv,2456,16,10:04:51.462849950,10:04:51.491004725
./aws-open-data/sondehub-history.csv,109573453,849773,10:04:51.816259150,10:04:52.422085170
./aws-open-data/gdc-nciccr-phs001444-2-open.csv,497693,2407,10:04:52.435774713,10:04:52.476239231
./aws-open-data/human-microbiome-project.csv,13929698,85375,10:04:52.537223495,10:04:52.707405210
./aws-open-data/noaa-nclimgrid-monthly-pds.csv,638,5,10:04:52.715403436,10:04:52.744174269
./aws-open-data/cbers-meta-pds.csv,229891406,1226157,10:04:53.505714018,10:04:54.338483885
./aws-open-data/gatk-sv-data-us-east-2.csv,1508590,6998,10:04:54.356154325,10:04:54.405457251
./aws-open-data/ltrf-cqa-dataset.csv,228,2,10:04:54.413524189,10:04:54.443236951
./aws-open-data/deafrica-input-datasets-inventory.csv,555275,2657,10:04:54.454753924,10:04:54.493261260
./aws-open-data/covers-song-br.csv,13030641,102299,10:04:54.553734048,10:04:54.732372801
./aws-open-data/cse-cic-ids2018.csv,7139,42,10:04:54.740253716,10:04:54.767506157
./aws-open-data/inlab-opendata-covid-anonymized-images.csv,488644,2771,10:04:54.777005491,10:04:54.821590630
./aws-open-data/oicr.icgc.meta.csv,5800986,41314,10:04:54.848386342,10:04:54.954116748
./aws-open-data/tcga-2-open.csv,237589251,1360150,10:04:55.735645841,10:04:56.941288519
./aws-open-data/covid19-harmonized-dataset.csv,762420,4712,10:04:56.955101053,10:04:57.002975663
./aws-open-data/tiger-training.csv,1255279,5633,10:04:57.018243708,10:04:57.064423521
./aws-open-data/noaa-cdr-cloud-properties-isccp-pds.csv,64535117,305431,10:04:57.270470877,10:04:57.581718865
./aws-open-data/gbif-open-data-af-south-1.csv,2210295,13817,10:04:57.599933878,10:04:57.664148571
./aws-open-data/ncar-na-cordex.csv,57213915,373052,10:04:57.835320298,10:04:58.187992051
./aws-open-data/sra-pub-sars-cov2-metadata-us-east-1.csv,149374,848,10:04:58.196429749,10:04:58.235309584
./aws-open-data/lowcontext-ner-gaz.csv,807,7,10:04:58.244006746,10:04:58.281556550
./aws-open-data/qiime2-data.csv,339834,2360,10:04:58.291563515,10:04:58.330283836
./aws-open-data/gdc-ctsp-phs001175-2-open.csv,53818,273,10:04:58.339150241,10:04:58.378733004
./aws-open-data/ocmr.csv,32388,289,10:04:58.386975531,10:04:58.419124106
./aws-open-data/nrel-pds-wtk.csv,75182669,536347,10:04:58.659742394,10:04:59.079653437
./aws-open-data/pyfr-mtu-t161-dns-data.csv,16572,116,10:04:59.089150122,10:04:59.130158834
./aws-open-data/aws-roda-ml-datalake.csv,10130173,61507,10:04:59.174971175,10:04:59.329409028
./aws-open-data/deafrica-sentinel-1-inventory.csv,676684,3343,10:04:59.339794234,10:04:59.374994381
