filename,filesize,lines,start,end
./measurements_cmdline_ingest.csv,55091,624,07:57:13.326449957,07:57:13.354400672
./aws-open-data/safecast-opendata-public-us-east-1.csv,74074,494,07:57:13.367717236,07:57:13.396814346
./aws-open-data/lofar-elais-n1.csv,3036783,21149,07:57:13.412475241,07:57:13.476723142
./aws-open-data/broad-references.csv,43179,262,07:57:13.485008779,07:57:13.514032071
./aws-open-data/noaa-cdr-microwave-imager-brit-temp-rss-pds.csv,79616699,411122,07:57:13.745681678,07:57:14.124410728
./aws-open-data/mur-sst.csv,97748394,828977,07:57:14.385590971,07:57:14.855508634
./aws-open-data/pacific-sound-256khz-2017.csv,7347940,52107,07:57:14.879515844,07:57:14.985163692
./aws-open-data/noaa-cdr-precip-gpcp-monthly-pds.csv,89141,540,07:57:14.991909491,07:57:15.021736157
./aws-open-data/molssi-bioexcel-covid-19-structure-therapeutics-hub.csv,58487,306,07:57:15.028163420,07:57:15.057194711
./aws-open-data/openalex-mag-format.csv,9245,56,07:57:15.064385182,07:57:15.091962983
./aws-open-data/gdc-hcmi-cmdc-phs001486-2-open.csv,624099,2937,07:57:15.100253784,07:57:15.131459264
./aws-open-data/answer-reformulation-pds.csv,258,2,07:57:15.136997999,07:57:15.162936105
./aws-open-data/sra-pub-src-1.csv,46263002,268784,07:57:15.291600726,07:57:15.570352134
./aws-open-data/ibl-brain-wide-map-public.csv,5170304,22938,07:57:15.592257564,07:57:15.657384374
./aws-open-data/noaa-nclimgrid-daily-pds.csv,6019639,39285,07:57:15.677159234,07:57:15.750187156
./aws-open-data/sevir.csv,21328,143,07:57:15.756548618,07:57:15.781721494
./aws-open-data/noaa-nws-uwpd-cmip5-pds.csv,21662588,141027,07:57:15.844189591,07:57:16.024612962
./aws-open-data/deafrica-services-inventory.csv,914291,4565,07:57:16.034999950,07:57:16.077347119
./aws-open-data/noaa-cdr-cloud-properties-polar-orbiter-nasa-pds.csv,2552,15,07:57:16.083761640,07:57:16.107849619
./aws-open-data/noaa-ufs-srw-pds.csv,120538,825,07:57:16.114269301,07:57:16.141783110
./aws-open-data/web-language-models.csv,1693088,11948,07:57:16.152942503,07:57:16.193813769
./aws-open-data/noaa-cdr-ir-water-vapor-brit-temp-pds.csv,11136,57,07:57:16.199687574,07:57:16.226583442
./aws-open-data/terrafusiondatasampler.csv,841284,5058,07:57:16.235849122,07:57:16.274056676
./aws-open-data/landsat-pds.csv,210,2,07:57:16.281282142,07:57:16.306851064
./aws-open-data/pansurg-curation-workflo-kendraqueryresults50d0eb-open-data.csv,2202992,8251,07:57:16.319512718,07:57:16.359884763
./aws-open-data/amazon-pqa.csv,13024,102,07:57:16.365700520,07:57:16.393437541
./aws-open-data/pacific-sound-256khz-2016.csv,6995035,49567,07:57:16.418759216,07:57:16.513781483
./aws-open-data/omi-no2-nasa.csv,853849,5693,07:57:16.523051831,07:57:16.559113436
./aws-open-data/noaa-cdr-snow-cover-ext-north-pds.csv,2456,16,07:57:16.565389051,07:57:16.590566080
./aws-open-data/sondehub-history.csv,109573453,849773,07:57:16.881382785,07:57:17.459838966
./aws-open-data/gdc-nciccr-phs001444-2-open.csv,497693,2407,07:57:17.476744782,07:57:17.511895925
./aws-open-data/human-microbiome-project.csv,13929698,85375,07:57:17.552865933,07:57:17.689306154
./aws-open-data/noaa-nclimgrid-monthly-pds.csv,638,5,07:57:17.695606016,07:57:17.721471139
./aws-open-data/cbers-meta-pds.csv,229891406,1226157,07:57:18.357967142,07:57:19.140028164
./aws-open-data/gatk-sv-data-us-east-2.csv,1508590,6998,07:57:19.150859680,07:57:19.190888820
./aws-open-data/ltrf-cqa-dataset.csv,228,2,07:57:19.197019231,07:57:19.225754391
./aws-open-data/deafrica-input-datasets-inventory.csv,555275,2657,07:57:19.233782755,07:57:19.264603834
./aws-open-data/covers-song-br.csv,13030641,102299,07:57:19.302537848,07:57:19.457340781
./aws-open-data/cse-cic-ids2018.csv,7139,42,07:57:19.463552534,07:57:19.488798716
./aws-open-data/inlab-opendata-covid-anonymized-images.csv,488644,2771,07:57:19.496381548,07:57:19.526743780
./aws-open-data/oicr.icgc.meta.csv,5800986,41314,07:57:19.550249952,07:57:19.641040705
./aws-open-data/tcga-2-open.csv,237589251,1360150,07:57:20.308520146,07:57:21.474341174
./aws-open-data/covid19-harmonized-dataset.csv,762420,4712,07:57:21.483247362,07:57:21.527089827
./aws-open-data/tiger-training.csv,1255279,5633,07:57:21.537824088,07:57:21.582123646
./aws-open-data/noaa-cdr-cloud-properties-isccp-pds.csv,64535117,305431,07:57:21.775855805,07:57:22.057512427
./aws-open-data/gbif-open-data-af-south-1.csv,2210295,13817,07:57:22.071926312,07:57:22.126331834
./aws-open-data/ncar-na-cordex.csv,57213915,373052,07:57:22.291338004,07:57:22.612601212
./aws-open-data/sra-pub-sars-cov2-metadata-us-east-1.csv,149374,848,07:57:22.620398194,07:57:22.657553034
./aws-open-data/lowcontext-ner-gaz.csv,807,7,07:57:22.666373896,07:57:22.696384038
./aws-open-data/qiime2-data.csv,339834,2360,07:57:22.703722203,07:57:22.736389090
./aws-open-data/gdc-ctsp-phs001175-2-open.csv,53818,273,07:57:22.742387031,07:57:22.781052579
./aws-open-data/ocmr.csv,32388,289,07:57:22.787931887,07:57:22.828378715
./aws-open-data/nrel-pds-wtk.csv,75182669,536347,07:57:23.054069816,07:57:23.487130365
./aws-open-data/pyfr-mtu-t161-dns-data.csv,16572,116,07:57:23.494314908,07:57:23.528199208
./aws-open-data/aws-roda-ml-datalake.csv,10130173,61507,07:57:23.564647502,07:57:23.693515705
./aws-open-data/deafrica-sentinel-1-inventory.csv,676684,3343,07:57:23.701860551,07:57:23.735573956
./aws-open-data/deafrica-sentinel-2-inventory.csv,63406638,301950,07:57:23.913374038,07:57:24.238594241
./aws-open-data/noaa-cdr-precip-cmorph-pds.csv,76466822,429541,07:57:24.459185856,07:57:24.772930532
./aws-open-data/noaa-ufs-regtests-pds.csv,5535140,32743,07:57:24.795027799,07:57:24.874826587
./aws-open-data/code-mixed-ner.csv,5058,38,07:57:24.881421462,07:57:24.910316619
./aws-open-data/pacific-sound-256khz-2015.csv,2956717,20975,07:57:24.929188452,07:57:24.986934224
./aws-open-data/datasets.elasticmapreduce.csv,24593,172,07:57:24.994379249,07:57:25.024662073
./aws-open-data/czb-opencell.csv,2461558,12603,07:57:25.039422587,07:57:25.085508873
./aws-open-data/civic-aws-opendata.csv,5932,38,07:57:25.092255110,07:57:25.132434650
./aws-open-data/aws-open-data-uniprot-rdf.csv,559069,3163,07:57:25.143261911,07:57:25.182051244
./aws-open-data/gatk-sv-data-us-east-1.csv,1508590,6998,07:57:25.196740808,07:57:25.238551729
./aws-open-data/gdc-beataml1-cohort-phs001657-2-open.csv,550290,2550,07:57:25.248982440,07:57:25.284797670
./aws-open-data/noaa-ufs-prototypes-pds.csv,139571411,768998,07:57:25.668432393,07:57:26.193992145
./aws-open-data/arpa-e-perform.csv,4537081,23572,07:57:26.216695020,07:57:26.292446819
./aws-open-data/gdc-ccle-2-open.csv,1108318,6365,07:57:26.303718753,07:57:26.344096959
./aws-open-data/pacific-sound-256khz-2021.csv,7089611,50281,07:57:26.372300061,07:57:26.473868394
./aws-open-data/human-pangenomics.csv,42773736,177795,07:57:26.613354769,07:57:26.842364323
./aws-open-data/noaa-normals-pds.csv,21675509,148921,07:57:26.930851619,07:57:27.132394309
./aws-open-data/ford-multi-av-seasonal.csv,44246,278,07:57:27.139316464,07:57:27.180649992
./aws-open-data/pacific-sound-256khz-2018.csv,7312747,51786,07:57:27.209475258,07:57:27.316687917
./aws-open-data/noaa-cdr-precip-persiann-pds.csv,2321348,14248,07:57:27.331000992,07:57:27.373406731
./aws-open-data/noaa-eri-pds.csv,27494541,178168,07:57:27.466842065,07:57:27.679527198
./aws-open-data/intelinair-data-releases.csv,9435948,51546,07:57:27.714276586,07:57:27.820849644
./aws-open-data/gdelt-open-data.csv,57666873,432832,07:57:27.996236422,07:57:28.336230642
./aws-open-data/ai2-public-datasets.csv,10753,77,07:57:28.342284244,07:57:28.374750512
./aws-open-data/gdc-cptac-phs001287-2-open.csv,3684151,17354,07:57:28.391259025,07:57:28.461443382
./aws-open-data/stoic2021-training.csv,247589,2003,07:57:28.469316434,07:57:28.505294208
./aws-open-data/fashionlocaltriplets.csv,495875,4246,07:57:28.514300083,07:57:28.552104292
./aws-open-data/noaa-swdi-pds.csv,57788,506,07:57:28.558573400,07:57:28.587469614
./aws-open-data/daylight-openstreetmap.csv,199754,900,07:57:28.596740549,07:57:28.631701155
./aws-open-data/archive-orcasound-net.csv,422299,2442,07:57:28.639773445,07:57:28.670445528
./aws-open-data/srsp-open-data.csv,7193104,45085,07:57:28.697230523,07:57:28.797035863
./aws-open-data/4dn-open-data-public.csv,9481566,50015,07:57:28.830471481,07:57:28.957564825
./aws-open-data/napierone.com.csv,101300,729,07:57:28.964478435,07:57:28.998916485
./aws-open-data/fmi-opendata-silam-surface-netcdf.csv,218202,1281,07:57:29.005340271,07:57:29.036090285
./aws-open-data/amazon-berkeley-objects.csv,194739130,1391747,07:57:29.600779560,07:57:30.413585749
./aws-open-data/bdc-cbers.csv,14337550,89577,07:57:30.458312693,07:57:30.593225978
./aws-open-data/opencitymodel.csv,11031871,57635,07:57:30.632958675,07:57:30.755489843
./aws-open-data/dmspssj.csv,786688,4318,07:57:30.764506362,07:57:30.796601137
./aws-open-data/pacific-sound-models.csv,1274,8,07:57:30.803299893,07:57:30.828994976
./aws-open-data/sentinel-1-global-coherence-earthbigdata.csv,173222636,1034377,07:57:31.314010307,07:57:31.950050377
./aws-open-data/rapid-nrt-flood-maps.csv,60913868,332676,07:57:32.134919503,07:57:32.423267623
./aws-open-data/gleif.csv,7374330,42324,07:57:32.449976639,07:57:32.543325663
./aws-open-data/fast-ai-nlp.csv,1421,12,07:57:32.549103550,07:57:32.589762556
./aws-open-data/fmi-opendata-rcrhirlam-surface-grib.csv,28562730,140668,07:57:32.680998544,07:57:32.898006532
./aws-open-data/noaa-cdr-microwave-imager-brit-temp-csu-pds.csv,240282711,1213549,07:57:33.754566910,07:57:34.653291812
./aws-open-data/noaa-cdr-microwave-humidity-sounder-brit-temp-pds.csv,61730617,310693,07:57:34.851124529,07:57:35.161111396
./aws-open-data/noaa-ofs-pds.csv,46224816,303712,07:57:35.327622342,07:57:35.596563367
./aws-open-data/1000genomes.csv,86148617,477714,07:57:35.843348135,07:57:36.238567712
./aws-open-data/epa-rsei-pds.csv,267275,1730,07:57:36.247558945,07:57:36.282602924
./aws-open-data/gdc-fm-ad-phs001179-2-open.csv,30858,168,07:57:36.289830636,07:57:36.320302351
./aws-open-data/greenwichhr-covidjobimpacts.csv,1110,8,07:57:36.326295922,07:57:36.355723917
./aws-open-data/pacific-sound-2khz.csv,350012,2414,07:57:36.364060971,07:57:36.398351456
./aws-open-data/noaa-rtma-pds.csv,159266032,1098910,07:57:36.836847897,07:57:37.519117451
./aws-open-data/physionet-pds.csv,836,8,07:57:37.525517445,07:57:37.556018069
./aws-open-data/noaa-cdr-sea-surface-temp-whoi-pds.csv,2208214,12274,07:57:37.569518502,07:57:37.618362092
./aws-open-data/noaa-cdr-leaf-area-index-fapar-pds.csv,2809667,14933,07:57:37.633296235,07:57:37.686660965
./aws-open-data/sentinel-s2-l2a-mosaic-120.csv,58896536,441880,07:57:37.857900092,07:57:38.196668696
./aws-open-data/noaa-cdr-mean-layer-temp-lower-strat-pds.csv,1654,10,07:57:38.204668660,07:57:38.237258865
./aws-open-data/janelia-cosem-networks.csv,244175,1593,07:57:38.244603717,07:57:38.285156777
./aws-open-data/noaa-cdr-solar-spectral-irradiance-pds.csv,56032,307,07:57:38.293253240,07:57:38.329521285
./aws-open-data/pacific-sound-256khz-2019.csv,7141632,50650,07:57:38.361637334,07:57:38.477932886
./aws-open-data/noaa-nwm-pds.csv,146512183,841435,07:57:38.877299969,07:57:39.432214594
./aws-open-data/mwapublic.csv,95529771,685069,07:57:39.795210695,07:57:40.242893683
./aws-open-data/amazon-humor-patterns.csv,121,1,07:57:40.250291355,07:57:40.282403168
./aws-open-data/pre-post-purchase-questions.csv,252,2,07:57:40.289195472,07:57:40.321228470
./aws-open-data/noaa-cdr-total-solar-irradiance-pds.csv,54535,307,07:57:40.327583083,07:57:40.357435508
./aws-open-data/noaa-ghcn-pds.csv,60142,536,07:57:40.364936171,07:57:40.395618701
./aws-open-data/noaa-oar-keo-papa-pds.csv,3039,21,07:57:40.402293827,07:57:40.431973903
./aws-open-data/noaa-cdr-precip-nexrad-qpe-pds.csv,1312,9,07:57:40.439639161,07:57:40.469091897
./aws-open-data/nasa-iserv.csv,91339885,519774,07:57:40.795558907,07:57:41.211471617
./aws-open-data/deafrica-landsat-inventory.csv,1549249,7838,07:57:41.223979935,07:57:41.266962383
./aws-open-data/genomics-benchmark-datasets.csv,98341,491,07:57:41.275998959,07:57:41.310935694
./aws-open-data/gatk-test-data.csv,115382,656,07:57:41.317208368,07:57:41.347661690
./aws-open-data/avg-kitti.csv,298335,2124,07:57:41.354877338,07:57:41.389494973
./aws-open-data/threatenedspecies.csv,1808,12,07:57:41.397179247,07:57:41.437544575
./aws-open-data/cwbopendata.csv,129676,1139,07:57:41.446693709,07:57:41.486390510
./aws-open-data/lab41openaudiocorpus.csv,640,5,07:57:41.493700512,07:57:41.524548835
./aws-open-data/wrf-se-ak-ar5.csv,29251903,207336,07:57:41.630292810,07:57:41.892897925
./aws-open-data/noaa-ocs-nationalbathymetry-pds.csv,618181,3633,07:57:41.904961199,07:57:41.942687234
./aws-open-data/gdc-cgci-blgsp-phs000235-2-open.csv,282103,1346,07:57:41.951295357,07:57:41.988703284
./aws-open-data/afsis.csv,4948716,33093,07:57:42.014801774,07:57:42.095451976
./aws-open-data/noaa-cdr-ocean-heat-content-pds.csv,125788,778,07:57:42.103610410,07:57:42.134703722
./aws-open-data/humor-detection-pds.csv,478,4,07:57:42.140756119,07:57:42.167270410
./aws-open-data/sra-pub-metadata-us-east-1.csv,290708,1693,07:57:42.175305455,07:57:42.214352823
./aws-open-data/aev-autonomous-driving-dataset.csv,8523,53,07:57:42.220661133,07:57:42.249523398
./aws-open-data/spatial-ucr.csv,166508,1140,07:57:42.258261905,07:57:42.295566388
./aws-open-data/noaa-ufs-rnrmarine-pds.csv,28775,187,07:57:42.303097309,07:57:42.334148794
./aws-open-data/wrf-ak-ar5.csv,2630208,15308,07:57:42.351988769,07:57:42.429940860
./aws-open-data/noaa-cdr-radiances-and-cloud-properties-polar-orbiter-nasa-pds.csv,80093187,342540,07:57:42.688106655,07:57:43.081368474
./aws-open-data/aws-earth-mo-atmospheric-ukv-prd.csv,92560702,584185,07:57:43.427364754,07:57:43.941562992
./aws-open-data/noaa-cdr-precip-gpcp-daily-pds.csv,1514488,9292,07:57:43.955463361,07:57:43.999176849
./aws-open-data/noaa-cdr-sea-ice-concentration-pds.csv,4241140,24803,07:57:44.017032318,07:57:44.090742441
./aws-open-data/acoustic-sandbox.csv,123814430,547859,07:57:44.428728709,07:57:44.885329582
./aws-open-data/gdc-beataml1.0-crenolanib-phs001628-2-open.csv,371,2,07:57:44.892355522,07:57:44.919280094
./aws-open-data/fast-ai-coco.csv,1457,12,07:57:44.925764974,07:57:44.958124762
./aws-open-data/aws-roda-ml-datalake-us-east-1.csv,20531352,111497,07:57:45.037476291,07:57:45.226764767
./aws-open-data/radarsat-r1-l1-cog.csv,8877875,56140,07:57:45.255048799,07:57:45.382410355
./aws-open-data/deutsche-boerse-xetra-pds.csv,5587567,39055,07:57:45.407590092,07:57:45.501431766
